timestamp,quote_timestamp,instrument_name,expiry,strike,option_type,bid,ask,mark,bid_btc,ask_btc,mark_btc,underlying,bid_size,ask_size,volume,volume_usd,open_interest,mark_iv,bid_iv,ask_iv,delta,gamma,vega,theta,rho,index_price,state
2026-04-28 21:34:00+00:00,2026-04-28 21:35:03.956000+00:00,BTC-2MAY26-74000-C,2026-05-02 08:00:00+00:00,74000.0,C,2251.416695,3167.2472150000003,2671.1723500000003,0.0295,0.0415,0.035,76319.21,0.2,0.2,0.0,0.0,0.0,41.47,0.0,60.92,0.78443,0.0001,21.66327,-130.81561,5.37805,76319.21,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:03.956000+00:00,BTC-2MAY26-74000-P,2026-05-02 08:00:00+00:00,74000.0,P,373.964129,419.755655,396.859892,0.0049,0.0055,0.0052,76319.21,12.3,115.5,3.5,1621.98,3.5,41.47,40.97,43.07,-0.21557,0.0001,21.66327,-130.81561,-1.58409,76319.21,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:05.232000+00:00,BTC-2MAY26-79000-C,2026-05-02 08:00:00+00:00,79000.0,C,221.325709,251.853393,236.589551,0.0029,0.0033,0.0031,76319.21,50.9,5.6,0.1,25.14,0.1,36.8,35.48,37.13,0.1712,9e-05,18.81757,-100.81835,1.20619,76319.21,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:04.964000+00:00,BTC-2MAY26-79000-P,2026-05-02 08:00:00+00:00,79000.0,P,2404.056375,3510.6855,2961.1869,0.0315,0.046,0.0388,76319.25,0.2,0.2,0.0,0.0,0.0,36.8,0.0,62.34,-0.82879,9e-05,18.81798,-100.82128,-6.22632,76319.25,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:04.964000+00:00,BTC-2MAY26-73500-C,2026-05-02 08:00:00+00:00,73500.0,C,2633.014125,3625.164375,3083.2977,0.0345,0.0475,0.0404,76319.25,0.2,0.2,0.0,0.0,0.0,42.01,0.0,65.24,0.82744,8e-05,18.91271,-115.68367,5.64845,76319.25,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:04.964000+00:00,BTC-2MAY26-73500-P,2026-05-02 08:00:00+00:00,73500.0,P,290.01315,320.54085,297.64507499999996,0.0038,0.0042,0.0039,76319.25,10.4,41.1,4.5,1678.51,4.5,42.01,41.83,43.43,-0.17256,8e-05,18.91271,-115.68367,-1.26665,76319.25,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:04.964000+00:00,BTC-2MAY26-79500-C,2026-05-02 08:00:00+00:00,79500.0,C,160.270425,183.16619999999998,167.90235,0.0021,0.0024,0.0022,76319.25,0.3,5.0,20.3,3570.18,20.3,36.83,35.86,37.33,0.13026,8e-05,15.68186,-84.09204,0.91884,76319.25,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:04.964000+00:00,BTC-2MAY26-79500-P,2026-05-02 08:00:00+00:00,79500.0,P,2747.493,3968.6009999999997,3396.206625,0.036,0.052,0.0445,76319.25,1.2,0.2,0.0,0.0,0.0,36.83,0.0,65.9,-0.86974,8e-05,15.68186,-84.09204,-6.56076,76319.25,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:04.964000+00:00,BTC-2MAY26-73000-C,2026-05-02 08:00:00+00:00,73000.0,C,3014.610375,4083.079875,3510.6855,0.0395,0.0535,0.046,76319.25,0.2,0.2,0.0,0.0,0.0,42.99,0.0,69.27,0.86154,7e-05,16.35335,-102.35802,5.85238,76319.25,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:06.977000+00:00,BTC-2MAY26-73000-P,2026-05-02 08:00:00+00:00,73000.0,P,221.326202,251.85395400000002,236.590078,0.0029,0.0033,0.0031,76319.38,12.9,50.6,22.8,6348.66,22.8,42.99,42.57,44.42,-0.13846,7e-05,16.3529,-102.35656,-1.01563,76319.38,open
